# HEGEL:: NS fluid model solution file
# SI UNITS used: position [m], density [kg/m^3], number density [1/m^3], velocity [m/s], pressure [Pa], energy [J/kg], power [W/m^3], heat-flux [W/m^2], electric field [V/m], magnetic field [T]
# x  rho  p  T  H  M  u  v
  0.43064680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43079680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43094680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43109680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43124680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43139680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43154680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43169680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43184680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43199680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43214680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43229680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43244680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43259680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43274680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43289680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43304680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43319680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43334680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43349680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43364680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43379680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43394680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43409680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43424680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43439680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43454680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43469680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43484680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43499680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43514680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43529680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43544680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43559680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43574680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43589680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43604680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43619680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43634680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43649680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43664680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43679680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43694680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43709680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43724680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43739680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43754680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43769680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43784680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43799680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43814680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43829680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43844680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43859680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43874680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43889680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43904680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43919680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43934680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43949680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43964680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43979680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43994680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44009680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44024680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44039680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44054680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44069680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44084680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44099680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44114680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44129680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44144680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44159680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44174680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44189680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44204680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44219680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44234680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44249680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44264680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44279680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44294680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44309680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44324680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44339680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44354680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44369680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44384680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44399680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44414680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44429680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44444680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44459680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44474680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44489680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44504680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44519680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44534680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44549680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44564680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44579680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44594680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44609680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44624680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44639680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44654680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44669680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44684680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44699680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44714680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44729680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44744680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44759680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44774680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44789680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44804680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44819680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44834680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44849680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44864680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44879680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44894680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44909680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44924680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44939680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44954680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44969680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44984680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.44999680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45014680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45029680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45044680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45059680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45074680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45089680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45104680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45119680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45134680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45149680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45164680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45179680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45194680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45209680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45224680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45239680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45254680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45269680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45284680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45299680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45314680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45329680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45344680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45359680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45374680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45389680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45404680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45419680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45434680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45449680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45464680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45479680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45494680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45509680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45524680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45539680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45554680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45569680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45584680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45599680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45614680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45629680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45644680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45659680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45674680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45689680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45704680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45719680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45734680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45749680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45764680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45779680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45794680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45809680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45824680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45839680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.45854680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
